carrier,mape,mae,r2,mse,rmse
onwind,3.2939,27.8883,0.9749,1380.9901,37.1617
solar,2.7687,14.3679,0.9624,351.7068,18.7538
H2,6.5360,1.7587,0.9873,5.8615,2.4210
battery,2.9439,10.1407,0.9958,169.4585,13.0176
transmission,1.3137,5.9061,0.8610,56.8222,7.5380
offwind,10.6217,14.6179,0.9682,409.6752,20.2404
wind,1.6360,16.1032,0.9736,423.7154,20.5843
tsc,0.4658,0.9310,0.9883,1.6170,1.2716
gini,15.0871,0.0408,-0.0112,0.0022,0.0474
