carrier,mape,mae,r2,mse,rmse
onwind,2.3153,20.2200,0.9839,814.6717,28.5425
solar,3.1642,13.8566,0.9688,313.4380,17.7042
H2,2.9455,2.1366,0.9903,7.3701,2.7148
battery,4.3048,7.2039,0.9908,105.8204,10.2869
transmission,1.2848,5.4611,0.7993,52.0377,7.2137
offwind,8.7809,10.7457,0.9771,252.3559,15.8857
wind,1.2232,12.1791,0.9836,258.9900,16.0932
tsc,0.4776,0.9089,0.9872,1.5692,1.2527
gini,14.7721,0.0382,-0.0102,0.0025,0.0497
