carrier,mape,mae,r2,mse,rmse
onwind,8.5838,24.4318,0.9750,892.6989,29.8781
solar,3.4103,30.5733,0.9478,1481.8230,38.4945
H2,5.5681,7.6468,0.9462,90.4485,9.5104
battery,5.6633,8.1626,0.9796,127.8609,11.3076
transmission,1.1638,4.6435,0.9286,33.1358,5.7564
offwind,7.3174,22.6615,0.9303,754.8485,27.4745
wind,1.6414,9.7553,0.9849,139.8764,11.8269
tsc,0.4657,0.9478,0.9890,1.6808,1.2964
gini,14.9048,0.0318,-0.0158,0.0016,0.0401
